Gene ID	Gene Symbol	Transcript ID	Gene Tax ID	miRNA	Site Type	UTR_start	UTR end	context++ score	context++ score percentile	weighted context++ score	weighted context++ score percentile	Predicted relative KD
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386a-3-3p	1	1424	1430	-0.010	34	-0.002	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386a-3p	1	1424	1430	-0.010	35	-0.002	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386b-5p	1	1445	1451	-0.219	89	-0.041	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386c-5p	1	3005	3011	-0.129	77	-0.024	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386h-5p	1	2239	2245	-0.116	65	-0.022	39	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386i-3p	2	1659	1665	-0.059	72	-0.011	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386i-3p	2	774	780	-0.070	75	-0.020	63	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386i-3p	2	83	89	-0.166	91	-0.047	77	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386j-3p	2	1473	1479	-0.020	26	-0.004	32	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386j-5p	1	1571	1577	-0.028	34	-0.005	29	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386k-3p	1	681	687	-0.010	34	-0.003	39	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386l-3p	1	1554	1560	-0.103	52	-0.020	29	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386m-3p	1	681	687	-0.010	34	-0.003	39	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386n-3p	3	1087	1094	-0.386	95	-0.103	67	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386n-5p	1	1379	1385	-0.171	79	-0.032	39	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7386o-3p	3	680	687	-0.097	81	-0.028	67	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7388a-3p	1	2161	2167	-0.088	69	-0.017	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7388a-5p	2	2860	2866	-0.133	71	-0.025	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7388c-3p	1	1009	1015	-0.087	79	-0.025	65	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7388c-5p	2	1920	1926	-0.123	68	-0.023	37	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7389-5p	3	1317	1324	-0.185	90	-0.035	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7390-5p	1	241	247	-0.010	41	-0.003	51	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7390-5p	1	94	100	-0.010	41	-0.003	51	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7392-3p	3	1478	1485	-0.089	81	-0.017	59	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7394a-5p	3	1837	1844	-0.039	46	-0.008	35	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398a-3p	2	2018	2024	-0.020	74	-0.004	65	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398a-3p	2	2457	2463	-0.020	74	-0.004	65	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398b-3p	2	2018	2024	-0.020	76	-0.004	66	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398b-3p	2	2457	2463	-0.020	76	-0.004	66	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398c-3p	1	332	338	-0.010	41	-0.003	51	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398c-3p	3	2579	2586	-0.030	74	-0.006	56	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398d-3p	1	2579	2585	-0.010	29	-0.002	35	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398g-3p	1	1068	1074	-0.029	57	-0.008	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398g-3p	1	1701	1707	-0.013	44	-0.002	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398k-1-3p	1	332	338	-0.010	42	-0.003	53	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398k-1-3p	3	2579	2586	-0.030	75	-0.006	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398k-2-3p	1	332	338	-0.010	42	-0.003	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398k-2-3p	3	2579	2586	-0.030	75	-0.006	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398k-5p	1	1642	1648	-0.090	45	-0.017	22	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398k-5p	1	1836	1842	-0.137	58	-0.026	27	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398l-3p	2	1322	1328	-0.020	42	-0.004	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398l-3p	2	2194	2200	-0.050	73	-0.010	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398l-3p	3	1365	1372	-0.158	93	-0.030	74	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398l-3p	3	601	608	-0.054	75	-0.016	59	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398l-5p	1	997	1003	-0.061	57	-0.018	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398m-3p	2	1322	1328	-0.020	42	-0.004	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398m-3p	2	2194	2200	-0.050	74	-0.010	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398m-3p	3	1365	1372	-0.158	93	-0.030	74	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398m-3p	3	601	608	-0.054	75	-0.016	59	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398n-5p	1	1642	1648	-0.090	45	-0.017	22	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398n-5p	1	1836	1842	-0.137	58	-0.026	27	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398o-3p	1	332	338	-0.010	43	-0.003	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398o-3p	3	2579	2586	-0.030	75	-0.006	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398o-5p	1	1642	1648	-0.090	45	-0.017	22	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398o-5p	1	1836	1842	-0.137	58	-0.026	27	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398p-5p	1	1642	1648	-0.090	45	-0.017	22	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398p-5p	1	1836	1842	-0.137	58	-0.026	27	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398q-3p	1	3083	3089	-0.288	98	-0.016	60	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398q-3p	2	1080	1086	-0.020	42	-0.006	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398q-3p	2	2017	2023	-0.020	42	-0.004	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398q-3p	2	2456	2462	-0.020	42	-0.004	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398r-3p	2	1322	1328	-0.020	42	-0.004	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398r-3p	2	2194	2200	-0.050	73	-0.010	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398r-3p	3	1365	1372	-0.158	93	-0.030	74	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398r-3p	3	601	608	-0.054	75	-0.016	59	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398r-5p	1	997	1003	-0.049	50	-0.014	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398t-3p	1	1305	1311	-0.010	52	-0.002	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398t-3p	1	2958	2964	-0.010	52	-0.002	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398u-3p	1	567	573	-0.010	53	-0.003	63	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398u-3p	1	900	906	-0.010	53	-0.003	63	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-7398u-3p	2	1893	1899	-0.020	77	-0.004	64	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-875-3p	1	1663	1669	-0.062	66	-0.012	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-875-3p	1	664	670	-0.010	27	-0.003	35	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-875-3p	2	113	119	-0.156	88	-0.044	71	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-92a-2-5p	1	2334	2340	-0.078	57	-0.015	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-93-5p	1	1203	1209	-0.010	47	-0.002	51	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-93-5p	2	924	930	-0.131	85	-0.037	77	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	13616	mdo-miR-96	1	2151	2157	-0.044	51	-0.009	37	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	8364	xtr-miR-182-3p	1	126	132	-0.246	85	-0.068	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	8364	xtr-miR-221	1	47	53	-0.245	81	-0.067	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	8364	xtr-miR-222	1	47	53	-0.245	80	-0.067	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	8364	xtr-miR-499	2	77	83	-0.222	82	-0.062	59	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	8364	xtr-miR-9-5p	2	129	135	-0.169	70	-0.047	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	8364	xtr-miR-9a-5p	2	129	135	-0.169	70	-0.047	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	8364	xtr-miR-9b-5p	2	129	135	-0.169	71	-0.047	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7a-2-3p	1	4772	4778	-0.085	75	-0.016	56	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7a-3p	3	7172	7179	-0.030	53	-0.006	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7a-5p	2	3414	3420	-0.063	42	-0.012	34	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7a-5p	2	4890	4896	-0.037	29	-0.007	28	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7b-3p	3	7172	7179	-0.030	54	-0.006	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7b-5p	2	3414	3420	-0.063	42	-0.012	34	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7b-5p	2	4890	4896	-0.020	18	-0.004	24	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7c-3p	2	1787	1793	-0.020	32	-0.006	36	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7c-3p	3	4771	4778	-0.044	58	-0.009	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7c-5p	2	3414	3420	-0.063	42	-0.012	34	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7c-5p	2	4890	4896	-0.037	29	-0.007	28	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7d	2	3414	3420	-0.053	36	-0.010	30	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7d	2	4890	4896	-0.020	15	-0.004	23	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7e-5p	2	3414	3420	-0.063	42	-0.012	34	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7e-5p	2	4890	4896	-0.037	29	-0.007	28	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7f-3p	3	7172	7179	-0.030	52	-0.006	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7f-5p	2	3414	3420	-0.063	42	-0.012	34	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7f-5p	2	4890	4896	-0.037	29	-0.007	28	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7g-3p	1	4772	4778	-0.085	76	-0.016	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7g-5p	2	3414	3420	-0.074	46	-0.014	35	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7g-5p	2	4890	4896	-0.026	22	-0.005	26	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7i-5p	2	3414	3420	-0.074	46	-0.014	36	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7i-5p	2	4890	4896	-0.020	18	-0.004	24	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-100-3p	1	5553	5559	-0.010	21	-0.002	29	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-101-1-5p	1	7202	7208	-0.102	84	-0.020	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-101-1-5p	2	3852	3858	-0.020	43	-0.004	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-103-3p	2	3255	3261	-0.179	88	-0.034	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-105-5p	3	5802	5809	-0.096	89	-0.018	77	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-106a-3p	2	534	540	-0.020	42	-0.006	45	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-106a-5p	2	4062	4068	-0.091	85	-0.018	73	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-106b-5p	2	4062	4068	-0.101	87	-0.019	76	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-107-3p	2	3255	3261	-0.179	88	-0.034	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1-1-5p	1	2075	2081	-0.122	80	-0.035	64	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1179	1	1820	1826	-0.010	39	-0.003	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1179	2	2886	2892	-0.096	82	-0.018	64	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1227	1	261	267	-0.016	39	-0.005	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1227	2	711	717	-0.221	91	-0.061	73	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-122a-5p	1	3549	3555	-0.010	18	-0.002	30	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-122a-5p	2	2173	2179	-0.163	89	-0.046	71	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1230	1	3247	3253	-0.010	36	-0.002	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1239	1	3237	3243	-0.010	27	-0.002	34	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1239	2	654	660	-0.020	41	-0.006	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1240	1	151	157	-0.124	84	-0.124	90	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1241	1	6268	6274	-0.028	54	-0.005	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1241	2	5095	5101	-0.064	69	-0.012	58	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1243-5p	1	2413	2419	-0.117	87	-0.033	75	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1245-3p	2	546	552	-0.020	40	-0.006	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1245-3p	2	728	734	-0.050	67	-0.014	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1251-3p	1	5337	5343	-0.010	34	-0.002	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1255a-3p	2	2593	2599	-0.049	56	-0.014	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1258	2	1667	1673	-0.072	39	-0.021	33	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-125a-3p	3	6178	6185	-0.117	81	-0.022	55	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-125b-2-3p	2	821	827	-0.141	78	-0.040	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1-2-5p	1	2075	2081	-0.122	81	-0.035	64	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1262-5p	3	7029	7036	-0.030	45	-0.006	35	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1271-3p	3	1597	1604	-0.227	96	-0.063	88	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1271-5p	1	3218	3224	-0.010	31	-0.002	38	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-127-5p	1	1143	1149	-0.010	33	-0.003	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1284	1	4578	4584	-0.058	45	-0.011	33	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-128a-3p	2	3228	3234	-0.032	58	-0.006	45	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-128a-5p	1	711	717	-0.198	81	-0.055	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-128b-3p	2	3228	3234	-0.032	58	-0.006	45	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-128b-5p	1	711	717	-0.147	82	-0.041	60	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-129-5p	1	3297	3303	-0.010	48	-0.002	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-129-5p	1	3423	3429	-0.010	48	-0.002	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-129-5p	1	4776	4782	-0.010	48	-0.002	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-129-5p	1	6959	6965	-0.010	48	-0.002	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-129-5p	2	3593	3599	-0.039	90	-0.008	69	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-129-5p	3	6355	6362	-0.030	87	-0.006	67	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1306-5p	1	5095	5101	-0.010	35	-0.002	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-130a-5p	1	960	966	-0.028	69	-0.008	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-130a-5p	3	4193	4200	-0.205	97	-0.038	86	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-130a-5p	3	6962	6969	-0.199	97	-0.037	85	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-130b-5p	1	4194	4200	-0.010	35	-0.002	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-130b-5p	1	6963	6969	-0.014	51	-0.003	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-130b-5p	1	960	966	-0.010	35	-0.003	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1323-3p	1	6999	7005	-0.122	80	-0.023	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-132-3p	1	2736	2742	-0.010	42	-0.002	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-132-3p	2	3828	3834	-0.129	89	-0.024	73	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-134-3p	1	1180	1186	-0.048	58	-0.014	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-134-3p	2	5032	5038	-0.050	59	-0.010	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-134-3p	2	5636	5642	-0.020	40	-0.004	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-134-5p	1	3970	3976	-0.040	43	-0.008	36	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-134-5p	1	458	464	-0.077	59	-0.022	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-135a-1-3p	1	3325	3331	-0.010	15	-0.002	26	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-135a-1-3p	2	6831	6837	-0.151	77	-0.029	53	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-135a-2-3p	2	2179	2185	-0.147	70	-0.041	53	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-135a-5p	2	4620	4626	-0.098	74	-0.019	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-135b-3p	2	2179	2185	-0.147	70	-0.041	53	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-135b-5p	2	4620	4626	-0.087	71	-0.017	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-137-3p	1	6579	6585	-0.123	68	-0.023	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-138-5p	2	1016	1022	-0.108	63	-0.031	51	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-139-5p	1	5627	5633	-0.010	30	-0.002	38	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-139-5p	3	170	177	-0.228	95	-0.163	94	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-1-3p	1	2272	2278	-0.010	22	-0.003	33	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-140-3p	2	3459	3465	-0.020	37	-0.004	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-141-5p	1	7106	7112	-0.035	57	-0.007	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-142-5p	1	6652	6658	-0.010	43	-0.002	51	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-142-5p	2	4717	4723	-0.020	58	-0.004	55	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-143-3p	1	2544	2550	-0.021	30	-0.006	35	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-143-5p	1	3162	3168	-0.010	31	-0.002	45	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-143-5p	1	6804	6810	-0.010	31	-0.002	45	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-145-3p	2	2416	2422	-0.056	65	-0.016	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-145-5p	1	2534	2540	-0.010	32	-0.003	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-146a-3p	1	620	626	-0.089	72	-0.025	58	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-146a-3p	3	6771	6778	-0.099	74	-0.019	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-146a-5p	2	4733	4739	-0.020	30	-0.004	31	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-146b-3p	3	5639	5646	-0.030	46	-0.006	35	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-146b-5p	2	4733	4739	-0.020	30	-0.004	32	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-147a	1	29	35	-0.182	96	-0.182	97	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-148a-5p	2	7033	7039	-0.075	76	-0.014	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-148b-5p	2	7033	7039	-0.034	75	-0.007	53	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-149-3p	2	5944	5950	-0.060	68	-0.012	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-149-5p	2	2576	2582	-0.158	87	-0.044	75	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-150-3p	1	6955	6961	-0.131	64	-0.025	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-150-5p	1	4704	4710	-0.085	85	-0.016	60	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-150-5p	2	3342	3348	-0.020	37	-0.004	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-150-5p	2	355	361	-0.020	37	-0.006	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-152-5p	1	2771	2777	-0.034	35	-0.007	32	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-153-1-5p	1	2393	2399	-0.023	69	-0.007	53	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-153-1-5p	1	4495	4501	-0.079	91	-0.015	69	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-153-1-5p	1	6308	6314	-0.174	97	-0.033	87	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-153-1-5p	2	1817	1823	-0.020	51	-0.006	52	NULL
